Asset_ID,Machine_Model,Location,Vibration,Temperature,Pressure,Flow_Rate,Operating_Hours,Health_Status,Remaining_Useful_Life_Hours,Fault_Type
PUMP_0883,Nova-P,CPF-1,1.49,59.6,140.1,254.4,29962,Normal,6327,Normal
PUMP_0687,Nova-P,Onshore-Terminal-2,1.53,61.7,142.1,252.0,2414,Normal,7515,Normal
PUMP_0235,Nova-P,Onshore-Terminal-1,3.78,60.4,141.4,250.3,8277,Normal,5176,Corrosion / Wear
PUMP_0386,Atlas-7,CPF-1,2.69,62.6,143.0,247.9,9660,Normal,8120,Normal
PUMP_0606,Nova-P,Offshore-Platform-A,5.58,65.5,123.5,217.4,25798,Warning,858,Impeller Damage
PUMP_0590,Titan-X3,Offshore-Platform-B,3.94,74.4,178.1,207.6,16583,Critical,353,Discharge Blockage
PUMP_0722,Titan-X3,CPF-1,4.25,64.8,132.0,229.4,20905,Warning,1669,Impeller Damage
PUMP_0682,Atlas-7,Offshore-Platform-A,2.59,59.2,138.8,252.7,8087,Normal,8458,Normal
PUMP_0806,Titan-X2,Onshore-Terminal-2,2.1,63.3,139.5,258.1,27590,Normal,8487,Normal
PUMP_0389,Titan-X3,CPF-1,2.69,57.3,146.7,248.9,8703,Normal,8002,Normal
PUMP_0446,Titan-X2,Onshore-Terminal-2,3.51,71.9,141.7,226.2,17538,Normal,5005,Motor Failure
PUMP_0614,Hydra-500,Offshore-Platform-A,2.53,57.7,147.9,245.0,12162,Normal,6828,Normal
PUMP_0619,Atlas-7,Offshore-Platform-B,6.62,74.4,146.9,257.8,6281,Warning,1364,Bearing Failure
PUMP_0211,Hydra-500,Onshore-Terminal-1,2.16,64.7,147.2,258.2,5131,Normal,6021,Valve Malfunction
PUMP_0361,Titan-X3,Offshore-Platform-A,2.01,56.3,142.6,249.0,6313,Normal,8118,Normal
PUMP_0018,Atlas-7,Onshore-Terminal-1,3.47,59.8,144.3,246.3,7834,Normal,6440,Shaft Misalignment
PUMP_0254,Hydra-500,Onshore-Terminal-2,3.73,61.1,130.2,214.0,28208,Warning,1479,Suction Blockage
PUMP_0642,Titan-X3,Offshore-Platform-A,6.88,74.4,145.2,257.2,24751,Warning,858,Bearing Failure
PUMP_0265,Titan-X3,Offshore-Platform-B,4.03,61.3,138.7,237.9,14097,Warning,2362,Corrosion / Wear
PUMP_0511,Titan-X3,CPF-1,5.01,61.0,132.5,234.4,28691,Warning,719,Corrosion / Wear
PUMP_0733,Titan-X3,CPF-1,6.2,75.4,147.2,244.6,10316,Critical,385,Lubrication Failure
PUMP_0522,Atlas-7,Onshore-Terminal-2,4.11,65.8,166.7,215.0,17807,Warning,872,Discharge Blockage
PUMP_0278,Titan-X2,CPF-1,1.98,55.9,139.7,258.4,22904,Normal,5373,Normal
PUMP_0520,Nova-P,Offshore-Platform-B,4.14,59.6,144.1,245.7,24415,Normal,5479,Rotor Imbalance
PUMP_0335,Nova-P,Onshore-Terminal-1,2.52,61.2,141.9,252.6,29532,Normal,6436,Normal
PUMP_0266,Nova-P,CPF-1,2.75,79.6,148.6,244.5,12184,Normal,3472,Overheating
PUMP_0767,Titan-X2,Onshore-Terminal-1,6.53,62.8,137.5,243.3,26004,Warning,1802,Coupling Failure
PUMP_0209,Hydra-500,Onshore-Terminal-2,2.82,91.7,143.1,250.6,25848,Warning,1999,Overheating
PUMP_0483,Hydra-500,Offshore-Platform-A,2.32,58.9,142.9,244.7,27395,Normal,7695,Normal
PUMP_0150,Atlas-7,CPF-1,3.14,88.1,129.3,218.9,4139,Warning,1265,Motor Failure
PUMP_0417,Titan-X3,Onshore-Terminal-1,7.5,75.8,147.2,240.0,25681,Warning,1030,Bearing Failure
PUMP_0849,Titan-X3,Onshore-Terminal-2,6.26,75.0,144.0,246.9,5714,Warning,1549,Bearing Failure
PUMP_0869,Nova-P,CPF-1,8.33,75.7,144.0,249.5,9389,Critical,584,Shaft Misalignment
PUMP_0136,Hydra-500,Onshore-Terminal-1,5.62,59.8,141.2,245.6,1683,Warning,2231,Rotor Imbalance
PUMP_0642,Titan-X3,Offshore-Platform-A,8.32,71.2,143.1,245.7,24915,Critical,373,Shaft Misalignment
PUMP_0031,Nova-P,Offshore-Platform-B,3.32,57.1,146.5,252.7,29466,Normal,8159,Normal
PUMP_0511,Titan-X3,CPF-1,3.97,99.7,145.0,239.2,19940,Warning,719,Overheating
PUMP_0537,Nova-P,Offshore-Platform-B,4.53,62.7,141.5,249.2,1932,Normal,4735,Shaft Misalignment
PUMP_0539,Nova-P,Offshore-Platform-A,2.04,63.5,141.5,248.0,16789,Normal,8311,Normal
PUMP_0316,Titan-X2,CPF-1,3.35,59.4,148.1,248.2,14532,Normal,5712,Lubrication Failure
PUMP_0871,Nova-P,Offshore-Platform-A,1.99,57.6,145.3,253.6,11853,Normal,9000,Normal
PUMP_0368,Hydra-500,Offshore-Platform-A,1.7,57.7,144.8,254.7,2313,Normal,9000,Normal
PUMP_0063,Hydra-500,Onshore-Terminal-2,3.71,59.1,136.0,240.5,22622,Normal,3755,Corrosion / Wear
PUMP_0680,Titan-X3,Onshore-Terminal-1,5.79,74.7,142.5,245.8,13277,Warning,758,Lubrication Failure
PUMP_0632,Hydra-500,CPF-1,7.19,71.6,145.5,244.0,17128,Warning,1798,Bearing Failure
PUMP_0782,Titan-X2,CPF-1,2.26,57.0,148.1,250.3,13020,Normal,6655,Normal
PUMP_0209,Hydra-500,Onshore-Terminal-2,3.22,69.5,125.7,217.6,24273,Critical,445,Seal Failure
PUMP_0133,Atlas-7,Onshore-Terminal-1,3.16,70.6,159.9,220.1,29003,Warning,1677,Discharge Blockage
PUMP_0787,Atlas-7,Offshore-Platform-B,3.11,80.9,129.6,225.5,18256,Warning,2466,Motor Failure
PUMP_0010,Atlas-7,CPF-1,2.28,60.5,151.0,253.0,28040,Normal,7669,Normal
PUMP_0156,Titan-X2,Onshore-Terminal-2,5.86,74.7,141.5,246.2,18369,Warning,1447,Lubrication Failure
PUMP_0434,Atlas-7,Onshore-Terminal-2,2.4,58.4,147.5,251.9,8464,Normal,7791,Normal
PUMP_0585,Nova-P,Offshore-Platform-B,3.09,98.4,141.6,241.7,3790,Warning,1102,Overheating
PUMP_0602,Titan-X2,Offshore-Platform-A,3.16,67.4,166.0,224.8,11196,Warning,2160,Discharge Blockage
PUMP_0618,Hydra-500,CPF-1,3.47,65.8,125.1,225.6,13788,Warning,1741,Suction Blockage
PUMP_0282,Nova-P,Onshore-Terminal-2,2.43,62.1,142.9,249.6,26187,Normal,8634,Normal
PUMP_0462,Atlas-7,CPF-1,1.44,60.2,148.0,244.6,3421,Normal,7644,Normal
PUMP_0668,Titan-X3,Onshore-Terminal-1,2.95,53.3,141.6,245.3,9007,Normal,9000,Normal
PUMP_0866,Titan-X2,Onshore-Terminal-2,3.56,59.3,139.3,250.9,18938,Normal,3992,Coupling Failure
PUMP_0762,Nova-P,Onshore-Terminal-1,3.25,91.5,122.5,207.6,14007,Warning,1380,Motor Failure
PUMP_0077,Hydra-500,CPF-1,1.7,57.1,145.7,257.7,20306,Normal,7001,Normal
PUMP_0705,Atlas-7,CPF-1,2.39,64.8,143.7,255.1,17017,Normal,9000,Normal
PUMP_0225,Titan-X2,Onshore-Terminal-2,5.93,68.3,144.9,246.4,5723,Warning,730,Lubrication Failure
PUMP_0041,Atlas-7,Onshore-Terminal-1,2.25,64.1,144.0,250.0,15510,Normal,8476,Normal
PUMP_0313,Atlas-7,Offshore-Platform-B,3.45,60.5,125.4,222.3,6383,Warning,938,Seal Failure
PUMP_0352,Atlas-7,Offshore-Platform-B,5.02,66.6,141.6,241.8,8932,Normal,3951,Shaft Misalignment
PUMP_0278,Titan-X2,CPF-1,3.92,71.4,169.9,219.8,29051,Warning,747,Discharge Blockage
PUMP_0766,Titan-X2,Offshore-Platform-A,3.84,63.1,122.2,220.3,26440,Warning,915,Seal Failure
PUMP_0235,Nova-P,Onshore-Terminal-1,3.86,63.2,171.3,214.4,16979,Warning,857,Discharge Blockage
PUMP_0766,Titan-X2,Offshore-Platform-A,2.03,64.3,141.1,251.6,720,Normal,8514,Normal
PUMP_0279,Atlas-7,Offshore-Platform-A,7.36,78.5,144.1,243.7,11549,Critical,322,Lubrication Failure
PUMP_0711,Titan-X2,Onshore-Terminal-1,3.44,73.6,170.3,207.3,23767,Critical,472,Discharge Blockage
PUMP_0526,Hydra-500,Onshore-Terminal-2,2.92,65.8,138.5,232.7,16861,Normal,3328,Cavitation
PUMP_0532,Atlas-7,CPF-1,1.57,63.1,141.9,253.7,13513,Normal,6973,Normal
PUMP_0757,Titan-X2,Onshore-Terminal-2,2.49,60.1,146.2,252.3,14003,Normal,9000,Normal
PUMP_0700,Atlas-7,Onshore-Terminal-1,6.24,62.9,144.4,208.7,26577,Critical,179,Cavitation
PUMP_0044,Hydra-500,Offshore-Platform-B,2.39,61.0,136.6,234.0,2169,Normal,4134,Seal Failure
PUMP_0197,Hydra-500,Onshore-Terminal-2,2.34,61.2,147.4,253.6,484,Normal,8268,Normal
PUMP_0326,Hydra-500,Onshore-Terminal-2,3.45,69.7,145.4,242.2,13635,Normal,3602,Lubrication Failure
PUMP_0438,Titan-X3,Offshore-Platform-A,5.18,68.9,137.0,238.8,3198,Warning,1857,Coupling Failure
PUMP_0178,Atlas-7,CPF-1,7.49,76.5,144.4,244.8,18159,Warning,738,Shaft Misalignment
PUMP_0267,Nova-P,CPF-1,8.54,64.0,146.9,251.8,22263,Critical,524,Rotor Imbalance
PUMP_0363,Hydra-500,Offshore-Platform-B,1.67,54.8,146.4,248.4,28889,Normal,9000,Normal
PUMP_0768,Nova-P,Onshore-Terminal-1,3.42,65.7,147.1,254.1,7764,Normal,4545,Lubrication Failure
PUMP_0498,Hydra-500,Onshore-Terminal-1,2.61,60.9,132.3,234.9,20319,Warning,2600,Seal Failure
PUMP_0449,Nova-P,Onshore-Terminal-1,5.36,65.6,125.0,209.2,26208,Critical,443,Suction Blockage
PUMP_0867,Titan-X3,Offshore-Platform-B,2.74,55.9,146.3,247.4,16859,Normal,8803,Bearing Failure
PUMP_0461,Titan-X2,CPF-1,2.1,59.3,144.5,259.0,8001,Normal,9000,Normal
PUMP_0551,Titan-X3,Offshore-Platform-A,2.91,55.9,147.3,254.0,494,Normal,8050,Normal
PUMP_0307,Hydra-500,Offshore-Platform-B,2.66,63.4,149.6,245.8,28523,Normal,6314,Discharge Blockage
PUMP_0416,Titan-X2,Offshore-Platform-A,5.18,70.3,144.9,252.9,13886,Warning,907,Lubrication Failure
PUMP_0489,Titan-X2,Onshore-Terminal-2,3.11,80.9,131.8,230.8,19021,Warning,2271,Motor Failure
PUMP_0900,Titan-X2,Offshore-Platform-B,3.32,69.4,159.4,213.0,11634,Warning,1252,Discharge Blockage
PUMP_0310,Atlas-7,Onshore-Terminal-2,3.97,60.7,143.1,233.0,19274,Normal,4304,Impeller Damage
PUMP_0380,Hydra-500,Onshore-Terminal-2,4.09,62.5,127.9,232.3,7685,Warning,2600,Cavitation
PUMP_0742,Titan-X2,CPF-1,5.87,60.9,138.4,238.2,15503,Warning,1492,Coupling Failure
PUMP_0256,Atlas-7,Offshore-Platform-B,4.6,69.5,141.7,251.7,9973,Warning,1864,Lubrication Failure
PUMP_0311,Titan-X2,Onshore-Terminal-1,3.67,58.1,131.5,223.7,28163,Warning,2493,Suction Blockage
PUMP_0210,Titan-X2,CPF-1,7.48,60.5,133.4,238.1,29801,Critical,578,Coupling Failure
PUMP_0038,Titan-X3,CPF-1,1.82,60.7,147.3,254.1,9814,Normal,8193,Normal
PUMP_0031,Nova-P,Offshore-Platform-B,3.35,62.7,132.0,224.6,27981,Warning,2407,Cavitation
PUMP_0141,Titan-X3,Onshore-Terminal-1,3.04,68.9,165.3,213.6,26943,Warning,672,Discharge Blockage
PUMP_0151,Titan-X3,Offshore-Platform-B,4.27,58.7,135.7,239.5,27141,Warning,2600,Corrosion / Wear
PUMP_0797,Titan-X3,Offshore-Platform-B,7.25,60.2,131.1,234.1,21604,Critical,115,Coupling Failure
PUMP_0687,Nova-P,Onshore-Terminal-2,5.21,60.1,130.0,220.1,27205,Warning,864,Impeller Damage
PUMP_0749,Hydra-500,Onshore-Terminal-2,2.84,63.2,127.6,222.4,9096,Warning,994,Seal Failure
PUMP_0037,Titan-X3,CPF-1,2.48,55.5,140.8,249.9,21219,Normal,6272,Normal
PUMP_0456,Nova-P,Offshore-Platform-B,5.34,60.0,126.9,214.8,12624,Critical,526,Impeller Damage
PUMP_0282,Nova-P,Onshore-Terminal-2,3.72,65.2,126.4,222.6,28411,Warning,1414,Suction Blockage
PUMP_0465,Atlas-7,Offshore-Platform-B,7.17,61.4,149.2,251.5,21486,Warning,1485,Rotor Imbalance
PUMP_0759,Atlas-7,Onshore-Terminal-2,3.1,64.9,142.7,255.3,11190,Normal,6570,Bearing Failure
PUMP_0793,Titan-X2,Onshore-Terminal-1,3.0,61.3,127.4,218.5,20584,Warning,653,Seal Failure
PUMP_0646,Hydra-500,Offshore-Platform-B,3.79,60.9,122.5,222.9,5809,Warning,648,Seal Failure
PUMP_0422,Titan-X2,Offshore-Platform-A,2.82,56.9,143.4,245.1,20309,Normal,3501,Valve Malfunction
PUMP_0460,Atlas-7,Offshore-Platform-A,5.31,62.5,130.6,233.6,21931,Warning,908,Corrosion / Wear
PUMP_0582,Titan-X3,CPF-1,2.42,61.9,151.4,246.5,6914,Normal,5949,Discharge Blockage
PUMP_0035,Titan-X3,Offshore-Platform-B,3.58,65.8,154.6,219.6,22537,Warning,2282,Discharge Blockage
PUMP_0192,Titan-X2,Offshore-Platform-B,4.04,61.2,124.4,214.1,9947,Warning,1326,Suction Blockage
PUMP_0601,Titan-X2,Offshore-Platform-B,7.63,59.3,144.1,244.9,4744,Warning,1516,Rotor Imbalance
PUMP_0192,Titan-X2,Offshore-Platform-B,3.21,56.3,138.9,231.8,24617,Normal,3210,Cavitation
PUMP_0879,Nova-P,Offshore-Platform-A,5.18,62.9,129.0,212.8,3897,Critical,338,Impeller Damage
PUMP_0250,Atlas-7,Onshore-Terminal-2,8.56,77.1,150.2,244.6,4204,Critical,481,Bearing Failure
PUMP_0537,Nova-P,Offshore-Platform-B,4.51,59.5,141.4,247.7,23285,Warning,2421,Valve Malfunction
PUMP_0353,Hydra-500,CPF-1,8.9,74.7,144.8,242.2,9220,Critical,349,Shaft Misalignment
PUMP_0187,Atlas-7,Onshore-Terminal-2,2.4,59.7,146.1,244.4,19077,Normal,7334,Normal
PUMP_0677,Nova-P,Offshore-Platform-B,6.58,62.0,124.4,207.6,25098,Critical,340,Impeller Damage
PUMP_0283,Titan-X2,Onshore-Terminal-1,7.85,58.3,143.8,245.4,14253,Warning,882,Rotor Imbalance
PUMP_0843,Titan-X3,Offshore-Platform-B,2.45,82.4,134.7,223.9,5132,Warning,1926,Motor Failure
PUMP_0302,Titan-X3,Offshore-Platform-B,2.48,84.5,142.5,243.8,8966,Warning,2394,Overheating
PUMP_0279,Atlas-7,Offshore-Platform-A,2.29,60.5,144.4,255.5,8590,Normal,8066,Normal
PUMP_0181,Titan-X3,Onshore-Terminal-2,3.08,57.9,151.7,243.3,24737,Normal,5631,Valve Malfunction
PUMP_0890,Hydra-500,Onshore-Terminal-1,2.4,56.1,145.0,252.4,14022,Normal,5044,Normal
PUMP_0445,Nova-P,CPF-1,2.2,56.1,149.7,254.9,17541,Normal,8234,Normal
PUMP_0720,Nova-P,Onshore-Terminal-2,4.98,66.4,126.0,218.5,20417,Warning,1023,Impeller Damage
PUMP_0881,Atlas-7,CPF-1,1.94,60.0,145.2,249.6,27007,Normal,8157,Normal
PUMP_0375,Titan-X3,Onshore-Terminal-1,2.28,58.3,139.3,245.7,25918,Normal,6631,Normal
PUMP_0854,Hydra-500,Offshore-Platform-A,4.77,59.4,140.9,248.1,22538,Normal,3261,Coupling Failure
PUMP_0832,Hydra-500,Onshore-Terminal-2,3.47,73.9,170.3,218.7,17153,Warning,722,Discharge Blockage
PUMP_0689,Nova-P,Onshore-Terminal-2,4.6,59.4,141.8,242.7,7115,Normal,3387,Corrosion / Wear
PUMP_0023,Atlas-7,Offshore-Platform-B,2.95,66.3,142.7,233.9,22738,Normal,7308,Motor Failure
PUMP_0189,Hydra-500,Onshore-Terminal-1,3.02,64.4,144.7,244.1,13916,Normal,8812,Normal
PUMP_0553,Titan-X3,CPF-1,8.19,65.0,133.0,234.4,24543,Critical,369,Coupling Failure
PUMP_0172,Atlas-7,Offshore-Platform-A,7.88,61.9,131.9,234.9,18090,Critical,229,Coupling Failure
PUMP_0797,Titan-X3,Offshore-Platform-B,2.26,58.5,143.2,242.9,18105,Normal,7939,Coupling Failure
PUMP_0105,Titan-X2,CPF-1,5.5,62.4,129.6,234.2,14425,Critical,477,Corrosion / Wear
PUMP_0682,Atlas-7,Offshore-Platform-A,2.81,62.0,137.5,253.9,23720,Normal,7119,Normal
PUMP_0482,Titan-X3,Offshore-Platform-A,2.53,60.0,144.7,254.6,20695,Normal,7223,Normal
PUMP_0218,Atlas-7,Offshore-Platform-B,4.68,59.1,139.3,220.3,17171,Warning,1385,Cavitation
PUMP_0433,Titan-X3,Offshore-Platform-B,4.72,68.0,144.7,243.7,12186,Normal,4116,Shaft Misalignment
PUMP_0236,Titan-X2,CPF-1,2.58,65.0,154.1,228.8,27799,Normal,3565,Discharge Blockage
PUMP_0379,Hydra-500,CPF-1,1.88,59.4,142.4,246.9,8519,Normal,8912,Normal
PUMP_0444,Nova-P,Offshore-Platform-B,2.13,57.8,146.3,244.8,12407,Normal,6028,Discharge Blockage
PUMP_0187,Atlas-7,Onshore-Terminal-2,4.73,58.7,146.3,230.9,14967,Critical,473,Valve Malfunction
PUMP_0260,Nova-P,Offshore-Platform-A,3.3,64.6,138.2,229.6,10842,Normal,2984,Suction Blockage
PUMP_0401,Titan-X3,Onshore-Terminal-1,6.05,59.1,141.1,239.9,22641,Warning,1548,Coupling Failure
PUMP_0524,Titan-X3,Onshore-Terminal-1,4.36,59.9,141.2,244.1,19072,Normal,3621,Coupling Failure
PUMP_0806,Titan-X2,Onshore-Terminal-2,1.9,55.2,145.4,251.7,29400,Normal,7895,Normal
PUMP_0717,Nova-P,Onshore-Terminal-1,5.42,75.6,142.9,251.9,3470,Warning,1234,Lubrication Failure
PUMP_0508,Hydra-500,Onshore-Terminal-2,3.14,64.5,139.4,246.0,26901,Normal,8658,Normal
PUMP_0007,Atlas-7,Offshore-Platform-B,3.19,60.7,130.6,227.3,13031,Warning,1922,Cavitation
PUMP_0656,Nova-P,CPF-1,2.06,59.8,144.4,251.6,1468,Normal,6714,Normal
PUMP_0108,Titan-X2,Offshore-Platform-B,1.67,54.5,143.0,249.1,17678,Normal,7413,Valve Malfunction
PUMP_0822,Titan-X2,Onshore-Terminal-1,4.76,65.1,147.2,248.8,3992,Normal,3273,Bearing Failure
PUMP_0020,Nova-P,Onshore-Terminal-1,7.89,87.2,144.2,250.6,9027,Critical,503,Bearing Failure
PUMP_0607,Hydra-500,Onshore-Terminal-2,4.54,61.3,133.4,236.7,26340,Warning,1053,Corrosion / Wear
PUMP_0578,Nova-P,Offshore-Platform-A,2.3,58.0,141.7,250.2,29005,Normal,6643,Normal
PUMP_0576,Hydra-500,Offshore-Platform-A,3.84,61.5,142.1,230.8,4202,Normal,2906,Impeller Damage
PUMP_0656,Nova-P,CPF-1,2.39,61.6,143.1,250.5,18803,Normal,9000,Normal
PUMP_0295,Nova-P,Offshore-Platform-B,3.03,58.8,152.9,242.6,25028,Normal,5022,Discharge Blockage
PUMP_0216,Hydra-500,Offshore-Platform-B,5.82,65.3,145.3,248.2,21440,Warning,1884,Shaft Misalignment
PUMP_0833,Nova-P,Onshore-Terminal-1,5.07,60.2,139.2,221.7,8689,Warning,1060,Cavitation
PUMP_0421,Titan-X3,CPF-1,3.06,61.3,144.0,248.0,27293,Normal,7133,Normal
PUMP_0062,Titan-X2,Offshore-Platform-B,2.2,59.7,153.2,250.2,18151,Normal,7195,Discharge Blockage
PUMP_0285,Nova-P,Offshore-Platform-B,6.42,69.6,148.5,245.9,22580,Warning,2282,Bearing Failure
PUMP_0076,Nova-P,Offshore-Platform-A,8.29,76.0,147.5,248.5,3973,Warning,797,Bearing Failure
PUMP_0539,Nova-P,Offshore-Platform-A,5.29,71.7,141.1,247.8,9671,Normal,2686,Bearing Failure
PUMP_0259,Atlas-7,Offshore-Platform-A,3.99,85.4,138.6,224.4,24012,Warning,2600,Motor Failure
PUMP_0104,Atlas-7,Onshore-Terminal-2,2.34,61.5,143.0,253.0,9243,Normal,6624,Normal
PUMP_0434,Atlas-7,Onshore-Terminal-2,5.64,65.1,149.7,241.5,14923,Warning,2245,Shaft Misalignment
PUMP_0032,Hydra-500,Onshore-Terminal-1,4.13,96.5,123.2,204.1,27253,Critical,524,Motor Failure
PUMP_0799,Hydra-500,Offshore-Platform-A,2.65,78.7,137.3,223.7,11987,Normal,3027,Motor Failure
PUMP_0770,Hydra-500,Onshore-Terminal-1,3.27,81.0,128.7,224.3,14746,Warning,2431,Motor Failure
PUMP_0071,Titan-X2,Offshore-Platform-A,5.61,66.8,145.4,253.8,2646,Normal,3275,Rotor Imbalance
PUMP_0663,Atlas-7,Offshore-Platform-A,2.92,60.8,132.7,226.4,28542,Normal,2742,Suction Blockage
PUMP_0120,Atlas-7,CPF-1,4.18,62.8,162.0,223.8,15104,Warning,2180,Discharge Blockage
PUMP_0892,Titan-X2,Onshore-Terminal-2,3.01,66.5,145.3,242.5,6410,Normal,5202,Valve Malfunction
PUMP_0238,Nova-P,Offshore-Platform-A,2.36,61.9,137.2,241.6,5873,Normal,3478,Seal Failure
PUMP_0533,Atlas-7,CPF-1,1.63,60.7,142.1,247.8,16227,Normal,6819,Normal
PUMP_0521,Hydra-500,Onshore-Terminal-2,4.12,92.8,125.2,202.9,23366,Critical,600,Motor Failure
PUMP_0778,Atlas-7,Offshore-Platform-B,6.49,65.2,141.7,250.7,1267,Warning,2163,Rotor Imbalance
PUMP_0333,Hydra-500,Onshore-Terminal-2,4.41,64.4,129.9,230.3,20284,Warning,2173,Impeller Damage
PUMP_0622,Nova-P,Onshore-Terminal-1,2.61,61.4,138.2,235.1,24924,Normal,6636,Suction Blockage
PUMP_0562,Atlas-7,Offshore-Platform-A,3.42,64.2,137.6,241.8,19206,Normal,3132,Corrosion / Wear
PUMP_0778,Atlas-7,Offshore-Platform-B,3.22,54.3,146.4,259.3,1513,Warning,2571,Valve Malfunction
PUMP_0232,Titan-X3,Onshore-Terminal-1,3.14,92.5,139.1,245.3,24527,Warning,1495,Overheating
PUMP_0171,Atlas-7,Onshore-Terminal-1,2.45,63.0,146.1,244.3,9080,Normal,7832,Discharge Blockage
PUMP_0519,Nova-P,Onshore-Terminal-2,3.32,63.6,130.9,232.2,25672,Warning,1580,Seal Failure
PUMP_0143,Hydra-500,Offshore-Platform-B,3.15,63.1,145.0,251.7,29562,Normal,7540,Normal
PUMP_0260,Nova-P,Offshore-Platform-A,3.71,64.1,119.5,222.3,18763,Critical,332,Seal Failure
PUMP_0074,Atlas-7,Offshore-Platform-B,3.37,82.7,142.5,245.7,899,Normal,2650,Overheating
PUMP_0507,Nova-P,Offshore-Platform-A,2.4,58.6,148.8,246.2,21197,Normal,8765,Normal
PUMP_0734,Titan-X2,Onshore-Terminal-2,4.01,56.2,120.8,213.2,3018,Warning,1062,Suction Blockage
PUMP_0170,Atlas-7,CPF-1,4.0,65.0,142.8,258.1,3752,Warning,1800,Valve Malfunction
PUMP_0137,Titan-X2,Onshore-Terminal-2,6.85,63.4,143.8,248.8,16903,Warning,1813,Rotor Imbalance
PUMP_0141,Titan-X3,Onshore-Terminal-1,3.48,61.9,142.2,244.9,9979,Normal,4258,Corrosion / Wear
PUMP_0199,Hydra-500,CPF-1,3.34,64.4,136.6,248.4,3064,Normal,5055,Corrosion / Wear
PUMP_0481,Hydra-500,Onshore-Terminal-2,3.0,77.3,137.7,224.2,26465,Warning,2341,Motor Failure
PUMP_0211,Hydra-500,Onshore-Terminal-1,2.06,55.1,145.4,252.4,24238,Normal,5761,Normal
PUMP_0186,Nova-P,Onshore-Terminal-2,3.81,58.7,153.5,251.0,26504,Warning,2404,Valve Malfunction
PUMP_0205,Nova-P,Offshore-Platform-A,4.3,70.9,144.2,250.8,19008,Warning,1931,Lubrication Failure
PUMP_0731,Titan-X2,Offshore-Platform-B,5.65,75.4,150.7,248.6,6959,Warning,2301,Bearing Failure
PUMP_0018,Atlas-7,Onshore-Terminal-1,5.07,63.0,135.7,246.3,18355,Critical,234,Valve Malfunction
PUMP_0049,Titan-X2,Onshore-Terminal-2,4.31,61.3,141.5,252.3,19015,Normal,5973,Rotor Imbalance
PUMP_0016,Titan-X2,Offshore-Platform-B,1.29,63.9,147.6,254.7,13132,Normal,6360,Normal
PUMP_0256,Atlas-7,Offshore-Platform-B,3.18,54.7,131.8,232.9,25555,Normal,3342,Cavitation
PUMP_0676,Titan-X2,Offshore-Platform-A,6.36,70.6,146.1,246.2,12375,Warning,1282,Shaft Misalignment
PUMP_0716,Titan-X2,CPF-1,2.34,60.6,141.3,246.7,4296,Normal,9000,Normal
PUMP_0240,Titan-X2,Offshore-Platform-B,2.96,61.8,136.5,241.2,18957,Normal,5486,Suction Blockage
PUMP_0373,Nova-P,Onshore-Terminal-2,2.51,60.3,144.2,247.8,25444,Normal,7542,Normal
PUMP_0724,Atlas-7,CPF-1,3.65,114.1,138.6,247.9,17203,Critical,251,Overheating
PUMP_0893,Nova-P,Offshore-Platform-A,5.5,62.0,130.2,236.8,13633,Critical,600,Corrosion / Wear
PUMP_0637,Hydra-500,CPF-1,7.31,57.5,133.2,245.4,13814,Warning,864,Coupling Failure
PUMP_0720,Nova-P,Onshore-Terminal-2,3.63,57.0,133.7,241.1,18011,Warning,2023,Corrosion / Wear
PUMP_0604,Atlas-7,Offshore-Platform-A,6.52,63.3,142.2,252.9,28075,Warning,1881,Rotor Imbalance
PUMP_0241,Atlas-7,Onshore-Terminal-2,3.19,59.5,148.1,252.3,29697,Normal,8018,Normal
PUMP_0452,Titan-X3,Offshore-Platform-A,2.26,61.1,147.5,249.1,17542,Normal,7820,Normal
PUMP_0470,Titan-X3,Onshore-Terminal-1,4.98,71.5,142.1,250.9,6002,Normal,2904,Bearing Failure
PUMP_0532,Atlas-7,CPF-1,2.8,66.5,146.6,244.8,12307,Normal,5987,Normal
PUMP_0100,Atlas-7,Offshore-Platform-B,2.22,56.3,140.4,251.1,23147,Normal,7646,Normal
PUMP_0004,Nova-P,Onshore-Terminal-2,4.28,64.0,119.0,210.8,13879,Warning,618,Suction Blockage
PUMP_0786,Nova-P,Offshore-Platform-B,4.48,59.4,124.2,212.1,19451,Critical,566,Cavitation
PUMP_0550,Titan-X2,CPF-1,4.46,62.8,132.7,241.4,25738,Warning,1568,Corrosion / Wear
PUMP_0150,Atlas-7,CPF-1,3.88,116.2,136.4,245.1,29574,Critical,194,Overheating
PUMP_0593,Hydra-500,CPF-1,2.55,58.0,141.6,247.6,7056,Normal,9000,Normal
PUMP_0300,Atlas-7,Onshore-Terminal-1,2.54,59.5,144.1,248.3,22907,Normal,8187,Normal
PUMP_0179,Titan-X3,Offshore-Platform-B,4.83,63.4,130.4,225.5,18028,Warning,1446,Impeller Damage
PUMP_0334,Titan-X3,Onshore-Terminal-1,7.57,80.2,146.6,250.0,25756,Warning,942,Bearing Failure
PUMP_0115,Nova-P,Offshore-Platform-B,2.5,68.0,135.5,234.4,11682,Normal,4962,Motor Failure
PUMP_0367,Nova-P,CPF-1,3.83,67.6,144.5,252.4,10705,Normal,4496,Bearing Failure
PUMP_0079,Nova-P,Offshore-Platform-A,2.27,55.9,145.2,255.9,18077,Normal,6918,Normal
